ZCTA5,CBSA,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
05674,12740,2,1705,2232,103538053,103409221,1705,2232,103538053,103409221,59534,29941,1801139363,1779926134,100,100,100,100,2.86,7.45,5.75,5.81
05675,30100,2,1064,576,103085817,102947135,1064,576,103085817,102947135,174724,100083,8854121246,8715618168,100,100,100,100,.61,.58,1.16,1.18
05676,12740,2,4496,2166,214361750,211405090,4984,2391,266549335,262963370,59534,29941,1801139363,1779926134,90.21,90.59,80.42,80.39,7.55,7.23,11.9,11.88
05676,15540,1,488,225,52187585,51558280,4984,2391,266549335,262963370,211261,92358,3900388860,3242912847,9.79,9.41,19.58,19.61,.23,.24,1.34,1.59
05677,12740,2,2232,1004,41448668,39857149,2232,1004,41448668,39857149,59534,29941,1801139363,1779926134,100,100,100,100,3.75,3.35,2.3,2.24
05678,12740,2,163,77,1950584,1831705,163,77,1950584,1831705,59534,29941,1801139363,1779926134,100,100,100,100,.27,.26,.11,.1
05679,30100,2,3296,1436,103408370,102935788,3296,1436,103408370,102935788,174724,100083,8854121246,8715618168,100,100,100,100,1.89,1.43,1.17,1.18
05681,12740,2,458,413,69131615,66106347,458,413,69131615,66106347,59534,29941,1801139363,1779926134,100,100,100,100,.77,1.38,3.84,3.71
05682,12740,2,1251,561,120101384,119607040,1251,561,120101384,119607040,59534,29941,1801139363,1779926134,100,100,100,100,2.1,1.87,6.67,6.72
05701,40860,2,20802,10267,151478660,150827254,20802,10267,151478660,150827254,61642,33768,2446969140,2408224790,100,100,100,100,33.75,30.4,6.19,6.26
05730,40860,2,302,243,36222145,35911950,302,243,36222145,35911950,61642,33768,2446969140,2408224790,100,100,100,100,.49,.72,1.48,1.49
05732,40860,2,708,584,29550514,25461747,708,584,29550514,25461747,61642,33768,2446969140,2408224790,100,100,100,100,1.15,1.73,1.21,1.06
05733,40860,2,4712,2408,177525657,174685809,5895,3145,300210120,295939588,61642,33768,2446969140,2408224790,79.93,76.57,59.13,59.03,7.64,7.13,7.25,7.25
05735,40860,2,4402,1751,117005384,110986031,4402,1751,117005384,110986031,61642,33768,2446969140,2408224790,100,100,100,100,7.14,5.19,4.78,4.61
05736,40860,2,684,320,15697856,15512592,684,320,15697856,15512592,61642,33768,2446969140,2408224790,100,100,100,100,1.11,.95,.64,.64
05737,40860,2,875,463,169371097,166225438,875,463,169371097,166225438,61642,33768,2446969140,2408224790,100,100,100,100,1.42,1.37,6.92,6.9
05738,40860,2,1072,576,130236454,129702295,1072,576,130236454,129702295,61642,33768,2446969140,2408224790,100,100,100,100,1.74,1.71,5.32,5.39
05739,40860,2,1407,757,142118439,141638614,1407,757,142118439,141638614,61642,33768,2446969140,2408224790,100,100,100,100,2.28,2.24,5.81,5.88
05742,40860,2,597,416,67434318,66695489,597,416,67434318,66695489,61642,33768,2446969140,2408224790,100,100,100,100,.97,1.23,2.76,2.77
05743,40860,2,4330,2331,261901193,256031317,4330,2331,261901193,256031317,61642,33768,2446969140,2408224790,100,100,100,100,7.02,6.9,10.7,10.63
05744,40860,2,533,258,57828373,57617410,533,258,57828373,57617410,61642,33768,2446969140,2408224790,100,100,100,100,.86,.76,2.36,2.39
05751,40860,2,811,2609,121356290,120651071,811,2609,121356290,120651071,61642,33768,2446969140,2408224790,100,100,100,100,1.32,7.73,4.96,5.01
05757,40860,2,832,470,63441715,63406134,832,470,63441715,63406134,61642,33768,2446969140,2408224790,100,100,100,100,1.35,1.39,2.59,2.63
05758,40860,2,784,662,78939755,78064490,784,662,78939755,78064490,61642,33768,2446969140,2408224790,100,100,100,100,1.27,1.96,3.23,3.24
05759,40860,2,1827,857,47115714,46632446,1827,857,47115714,46632446,61642,33768,2446969140,2408224790,100,100,100,100,2.96,2.54,1.93,1.94
05760,40860,2,44,69,6349153,5471437,1123,645,103496620,101458624,61642,33768,2446969140,2408224790,3.92,10.7,6.13,5.39,.07,.2,.26,.23
05761,40860,2,1000,588,98550994,98392373,1000,588,98550994,98392373,61642,33768,2446969140,2408224790,100,100,100,100,1.62,1.74,4.03,4.09
05762,40860,2,542,431,51945368,51775536,542,431,51945368,51775536,61642,33768,2446969140,2408224790,100,100,100,100,.88,1.28,2.12,2.15
05763,40860,2,2747,1303,74743170,74482692,2747,1303,74743170,74482692,61642,33768,2446969140,2408224790,100,100,100,100,4.46,3.86,3.05,3.09
05764,40860,2,3452,1676,114590512,111862666,3452,1676,114590512,111862666,61642,33768,2446969140,2408224790,100,100,100,100,5.6,4.96,4.68,4.65
05765,40860,2,1803,806,20895538,20466061,1803,806,20895538,20466061,61642,33768,2446969140,2408224790,100,100,100,100,2.92,2.39,.85,.85
05767,30100,2,1139,832,147528759,146748539,1143,836,148564205,147783985,174724,100083,8854121246,8715618168,99.65,99.52,99.3,99.3,.65,.83,1.67,1.68
05767,40860,2,4,4,1035446,1035446,1143,836,148564205,147783985,61642,33768,2446969140,2408224790,.35,.48,.7,.7,.01,.01,.04,.04
05772,30100,2,713,539,118608208,117891227,713,539,118608208,117891227,174724,100083,8854121246,8715618168,100,100,100,100,.41,.54,1.34,1.35
05773,40860,2,2136,1112,184146856,183022821,2136,1112,184146856,183022821,61642,33768,2446969140,2408224790,100,100,100,100,3.47,3.29,7.53,7.6
05774,40860,2,1129,924,60002627,57728711,1129,924,60002627,57728711,61642,33768,2446969140,2408224790,100,100,100,100,1.83,2.74,2.45,2.4
05775,40860,2,623,306,33142511,32763435,623,306,33142511,32763435,61642,33768,2446969140,2408224790,100,100,100,100,1.01,.91,1.35,1.36
05776,13540,2,714,482,115526003,115429345,714,482,115526003,115429345,37125,20922,1755122278,1748190656,100,100,100,100,1.92,2.3,6.58,6.6
05777,40860,2,3420,1546,125090935,124919107,3420,1546,125090935,124919107,61642,33768,2446969140,2408224790,100,100,100,100,5.55,4.58,5.11,5.19
05778,40860,2,53,24,5241985,5241463,733,313,64944318,64436792,61642,33768,2446969140,2408224790,7.23,7.67,8.07,8.13,.09,.07,.21,.22
05824,13620,2,871,625,99847470,94352203,1139,753,139683615,134108115,39361,26340,6487992398,6366923274,76.47,83,71.48,70.36,2.21,2.37,1.54,1.48
05837,13620,2,290,191,109813842,109693983,353,232,119173644,119051448,39361,26340,6487992398,6366923274,82.15,82.33,92.15,92.14,.74,.73,1.69,1.72
05843,12740,2,16,11,1908949,1908949,2556,1212,94463166,93636031,59534,29941,1801139363,1779926134,.63,.91,2.02,2.04,.03,.04,.11,.11
05846,13620,2,1252,969,147919115,144093051,1252,969,147919115,144093051,39361,26340,6487992398,6366923274,100,100,100,100,3.18,3.68,2.28,2.26
05858,13620,2,368,279,203083737,202398883,368,279,203083737,202398883,39361,26340,6487992398,6366923274,100,100,100,100,.93,1.06,3.13,3.18
05901,13620,2,20,175,97310547,92780261,20,175,97310547,92780261,39361,26340,6487992398,6366923274,100,100,100,100,.05,.66,1.5,1.46
05902,13620,2,188,104,2901599,2741543,188,104,2901599,2741543,39361,26340,6487992398,6366923274,100,100,100,100,.48,.39,.04,.04
05903,13620,2,868,598,173624008,172662646,868,598,173624008,172662646,39361,26340,6487992398,6366923274,100,100,100,100,2.21,2.27,2.68,2.71
05904,13620,2,267,141,1720113,1479506,267,141,1720113,1479506,39361,26340,6487992398,6366923274,100,100,100,100,.68,.54,.03,.02
05905,13620,2,827,844,496746997,488514596,827,844,496746997,488514596,39361,26340,6487992398,6366923274,100,100,100,100,2.1,3.2,7.66,7.67
05906,13620,2,1178,758,126311918,124684622,1178,758,126311918,124684622,39361,26340,6487992398,6366923274,100,100,100,100,2.99,2.88,1.95,1.96
05907,13620,2,177,335,289722725,285309325,177,335,289722725,285309325,39361,26340,6487992398,6366923274,100,100,100,100,.45,1.27,4.47,4.48
06001,25540,1,18385,7597,61968572,60750357,18385,7597,61968572,60750357,1212381,507049,4161422348,3922826533,100,100,100,100,1.52,1.5,1.49,1.55
06002,25540,1,20486,9019,67930531,67502002,20486,9019,67930531,67502002,1212381,507049,4161422348,3922826533,100,100,100,100,1.69,1.78,1.63,1.72
06010,25540,1,60448,26996,69427784,68381017,60448,26996,69427784,68381017,1212381,507049,4161422348,3922826533,100,100,100,100,4.99,5.32,1.67,1.74
06013,25540,1,9326,3401,78772692,77047287,9326,3401,78772692,77047287,1212381,507049,4161422348,3922826533,100,100,100,100,.77,.67,1.89,1.96
06016,25540,1,6226,2682,39016420,38846825,6226,2682,39016420,38846825,1212381,507049,4161422348,3922826533,100,100,100,100,.51,.53,.94,.99
06018,45860,2,2865,1435,31053807,31038044,2865,1435,31053807,31038044,189927,87550,2446404549,2384238980,100,100,100,100,1.51,1.64,1.27,1.3
06019,25540,1,10129,4272,60598525,59460853,10129,4272,60598525,59460853,1212381,507049,4161422348,3922826533,100,100,100,100,.84,.84,1.46,1.52
06020,25540,1,0,0,18987,18987,0,0,18987,18987,1212381,507049,4161422348,3922826533,0,0,100,100,0,0,0,0
06021,45860,2,314,158,14783766,14622779,314,158,14783766,14622779,189927,87550,2446404549,2384238980,100,100,100,100,.17,.18,.6,.61
06022,25540,1,163,67,4196745,4196745,163,67,4196745,4196745,1212381,507049,4161422348,3922826533,100,100,100,100,.01,.01,.1,.11
06023,25540,1,1296,517,2379054,2373324,1296,517,2379054,2373324,1212381,507049,4161422348,3922826533,100,100,100,100,.11,.1,.06,.06
06024,45860,2,647,305,20576056,20576056,647,305,20576056,20576056,189927,87550,2446404549,2384238980,100,100,100,100,.34,.35,.84,.86
06026,25540,1,5117,2138,43849519,43614027,5117,2138,43849519,43614027,1212381,507049,4161422348,3922826533,100,100,100,100,.42,.42,1.05,1.11
06027,25540,1,1492,574,42537785,40819647,1492,574,42537785,40819647,1212381,507049,4161422348,3922826533,100,100,100,100,.12,.11,1.02,1.04
06029,25540,1,15547,6644,88937643,87556774,15547,6644,88937643,87556774,1212381,507049,4161422348,3922826533,100,100,100,100,1.28,1.31,2.14,2.23
06031,45860,2,1287,790,100441245,99548245,1287,790,100441245,99548245,189927,87550,2446404549,2384238980,100,100,100,100,.68,.9,4.11,4.18
06032,25540,1,17675,7867,60525791,58984447,17675,7867,60525791,58984447,1212381,507049,4161422348,3922826533,100,100,100,100,1.46,1.55,1.45,1.5
06033,25540,1,28762,11529,90378443,88936382,28762,11529,90378443,88936382,1212381,507049,4161422348,3922826533,100,100,100,100,2.37,2.27,2.17,2.27
06035,25540,1,7513,3018,40082531,39708852,7513,3018,40082531,39708852,1212381,507049,4161422348,3922826533,100,100,100,100,.62,.6,.96,1.01
06037,25540,1,18565,7620,67474205,65768256,18565,7620,67474205,65768256,1212381,507049,4161422348,3922826533,100,100,100,100,1.53,1.5,1.62,1.68
06039,45860,2,1942,1287,56792465,54333953,1942,1287,56792465,54333953,189927,87550,2446404549,2384238980,100,100,100,100,1.02,1.47,2.32,2.28
06040,25540,1,35306,15450,44343040,43949945,35306,15450,44343040,43949945,1212381,507049,4161422348,3922826533,100,100,100,100,2.91,3.05,1.07,1.12
06042,25540,1,22942,10549,27354965,27027751,22942,10549,27354965,27027751,1212381,507049,4161422348,3922826533,100,100,100,100,1.89,2.08,.66,.69
06043,25540,1,4986,2018,38092950,37326699,4986,2018,38092950,37326699,1212381,507049,4161422348,3922826533,100,100,100,100,.41,.4,.92,.95
06051,25540,1,30519,13318,10602237,10602237,30519,13318,10602237,10602237,1212381,507049,4161422348,3922826533,100,100,100,100,2.52,2.63,.25,.27
06052,25540,1,7858,3469,6662737,6604179,7858,3469,6662737,6604179,1212381,507049,4161422348,3922826533,100,100,100,100,.65,.68,.16,.17
06053,25540,1,34863,14454,20962832,20831103,34863,14454,20962832,20831103,1212381,507049,4161422348,3922826533,100,100,100,100,2.88,2.85,.5,.53
06057,45860,2,6707,2784,97404370,94463646,6707,2784,97404370,94463646,189927,87550,2446404549,2384238980,100,100,100,100,3.53,3.18,3.98,3.96
06058,45860,2,1787,1007,134701573,131383772,1787,1007,134701573,131383772,189927,87550,2446404549,2384238980,100,100,100,100,.94,1.15,5.51,5.51
06059,45860,2,0,0,10495613,7586417,0,0,10495613,7586417,189927,87550,2446404549,2384238980,0,0,100,100,0,0,.43,.32
06060,25540,1,2581,902,31267277,31265752,2581,902,31267277,31265752,1212381,507049,4161422348,3922826533,100,100,100,100,.21,.18,.75,.8
06061,45860,2,169,75,330786,330786,169,75,330786,330786,189927,87550,2446404549,2384238980,100,100,100,100,.09,.09,.01,.01
06062,25540,1,17715,8063,22815833,22634325,17715,8063,22815833,22634325,1212381,507049,4161422348,3922826533,100,100,100,100,1.46,1.59,.55,.58
06063,45860,2,3285,1381,80421830,76659560,3285,1381,80421830,76659560,189927,87550,2446404549,2384238980,100,100,100,100,1.73,1.58,3.29,3.22
06065,25540,1,469,182,15677086,15641710,882,350,24984453,24949077,1212381,507049,4161422348,3922826533,53.17,52,62.75,62.69,.04,.04,.38,.4
06065,45860,2,413,168,9307367,9307367,882,350,24984453,24949077,189927,87550,2446404549,2384238980,46.83,48,37.25,37.31,.22,.19,.38,.39
06066,25540,1,29219,13911,46837328,45866666,29219,13911,46837328,45866666,1212381,507049,4161422348,3922826533,100,100,100,100,2.41,2.74,1.13,1.17
06067,25540,1,19709,8843,35844010,34846672,19709,8843,35844010,34846672,1212381,507049,4161422348,3922826533,100,100,100,100,1.63,1.74,.86,.89
06068,45860,2,1612,1167,85358750,80533460,1612,1167,85358750,80533460,189927,87550,2446404549,2384238980,100,100,100,100,.85,1.33,3.49,3.38
06069,45860,2,2535,1588,131661298,129705604,2535,1588,131661298,129705604,189927,87550,2446404549,2384238980,100,100,100,100,1.33,1.81,5.38,5.44
06070,25540,1,15104,5792,56801286,56199044,15104,5792,56801286,56199044,1212381,507049,4161422348,3922826533,100,100,100,100,1.25,1.14,1.36,1.43
06071,25540,1,11645,3496,75048907,74744876,11645,3496,75048907,74744876,1212381,507049,4161422348,3922826533,100,100,100,100,.96,.69,1.8,1.91
06073,25540,1,5651,2122,44724953,43790996,5651,2122,44724953,43790996,1212381,507049,4161422348,3922826533,100,100,100,100,.47,.42,1.07,1.12
06074,25540,1,25705,10241,74249775,72677501,25705,10241,74249775,72677501,1212381,507049,4161422348,3922826533,100,100,100,100,2.12,2.02,1.78,1.85
06076,25540,1,12659,5470,226165399,221722750,12659,5470,226165399,221722750,1212381,507049,4161422348,3922826533,100,100,100,100,1.04,1.08,5.43,5.65
06078,25540,1,12413,4089,67806175,66191877,12413,4089,67806175,66191877,1212381,507049,4161422348,3922826533,100,100,100,100,1.02,.81,1.63,1.69
06081,25540,1,1381,674,1951374,1787093,1381,674,1951374,1787093,1212381,507049,4161422348,3922826533,100,100,100,100,.11,.13,.05,.05
06082,25540,1,44654,17558,88617689,86169677,44654,17558,88617689,86169677,1212381,507049,4161422348,3922826533,100,100,100,100,3.68,3.46,2.13,2.2
06084,25540,1,15067,5457,104895992,103265782,15067,5457,104895992,103265782,1212381,507049,4161422348,3922826533,100,100,100,100,1.24,1.08,2.52,2.63
06085,25540,1,7276,2987,12706302,12367991,7276,2987,12706302,12367991,1212381,507049,4161422348,3922826533,100,100,100,100,.6,.59,.31,.32
06088,25540,1,4936,2363,30439198,29142176,4936,2363,30439198,29142176,1212381,507049,4161422348,3922826533,100,100,100,100,.41,.47,.73,.74
06089,25540,1,2813,1185,7088681,7007276,2813,1185,7088681,7007276,1212381,507049,4161422348,3922826533,100,100,100,100,.23,.23,.17,.18
06090,25540,1,1232,460,35084682,35084682,1232,460,35084682,35084682,1212381,507049,4161422348,3922826533,100,100,100,100,.1,.09,.84,.89
06091,25540,1,140,94,30953245,28774800,140,94,30953245,28774800,1212381,507049,4161422348,3922826533,100,100,100,100,.01,.02,.74,.73
06092,25540,1,4203,1468,22395785,22356020,4203,1468,22395785,22356020,1212381,507049,4161422348,3922826533,100,100,100,100,.35,.29,.54,.57
06093,25540,1,3322,1380,43411165,43268546,3322,1380,43411165,43268546,1212381,507049,4161422348,3922826533,100,100,100,100,.27,.27,1.04,1.1
06095,25540,1,29079,11781,80415412,76633889,29079,11781,80415412,76633889,1212381,507049,4161422348,3922826533,100,100,100,100,2.4,2.32,1.93,1.95
06096,25540,1,12498,5429,25745846,24860683,12498,5429,25745846,24860683,1212381,507049,4161422348,3922826533,100,100,100,100,1.03,1.07,.62,.63
06098,45860,2,12426,6186,153166626,146433098,12426,6186,153166626,146433098,189927,87550,2446404549,2384238980,100,100,100,100,6.54,7.07,6.26,6.14
06103,25540,1,1410,1168,1274274,1214033,1410,1168,1274274,1214033,1212381,507049,4161422348,3922826533,100,100,100,100,.12,.23,.03,.03
06105,25540,1,19392,11179,6079380,6079380,19392,11179,6079380,6079380,1212381,507049,4161422348,3922826533,100,100,100,100,1.6,2.2,.15,.15
06106,25540,1,39902,15404,11205897,10951801,39902,15404,11205897,10951801,1212381,507049,4161422348,3922826533,100,100,100,100,3.29,3.04,.27,.28
06107,25540,1,18786,7846,17438369,16897276,18786,7846,17438369,16897276,1212381,507049,4161422348,3922826533,100,100,100,100,1.55,1.55,.42,.43
06108,25540,1,24307,9845,22149025,21005202,24307,9845,22149025,21005202,1212381,507049,4161422348,3922826533,100,100,100,100,2,1.94,.53,.54
06109,25540,1,26668,11677,33954674,31883298,26668,11677,33954674,31883298,1212381,507049,4161422348,3922826533,100,100,100,100,2.2,2.3,.82,.81
06110,25540,1,12650,5264,8639056,8639056,12650,5264,8639056,8639056,1212381,507049,4161422348,3922826533,100,100,100,100,1.04,1.04,.21,.22
06111,25540,1,30562,13011,34034916,34034916,30562,13011,34034916,34034916,1212381,507049,4161422348,3922826533,100,100,100,100,2.52,2.57,.82,.87
06112,25540,1,22879,9057,7079029,7065436,22879,9057,7079029,7065436,1212381,507049,4161422348,3922826533,100,100,100,100,1.89,1.79,.17,.18
06114,25540,1,27449,10397,10831481,10466921,27449,10397,10831481,10466921,1212381,507049,4161422348,3922826533,100,100,100,100,2.26,2.05,.26,.27
06117,25540,1,17267,5968,26399515,25732555,17267,5968,26399515,25732555,1212381,507049,4161422348,3922826533,100,100,100,100,1.42,1.18,.63,.66
06118,25540,1,26956,11487,26426792,25665833,26956,11487,26426792,25665833,1212381,507049,4161422348,3922826533,100,100,100,100,2.22,2.27,.64,.65
06119,25540,1,15474,7067,5284985,5284985,15474,7067,5284985,5284985,1212381,507049,4161422348,3922826533,100,100,100,100,1.28,1.39,.13,.13
06120,25540,1,12887,4893,10259435,9214593,12887,4893,10259435,9214593,1212381,507049,4161422348,3922826533,100,100,100,100,1.06,.96,.25,.23
06160,25540,1,0,0,140568,140568,0,0,140568,140568,1212381,507049,4161422348,3922826533,0,0,100,100,0,0,0,0
06226,25540,1,445,229,663659,655851,20114,7340,19023056,18729103,1212381,507049,4161422348,3922826533,2.21,3.12,3.49,3.5,.04,.05,.02,.02
06226,48740,2,19669,7111,18359397,18073252,20114,7340,19023056,18729103,118428,49073,1350522720,1328430430,97.79,96.88,96.51,96.5,16.61,14.49,1.36,1.36
06231,25540,1,4083,1562,41658346,41181064,4083,1562,41658346,41181064,1212381,507049,4161422348,3922826533,100,100,100,100,.34,.31,1,1.05
06232,25540,1,3297,1314,40636247,39996592,3297,1314,40636247,39996592,1212381,507049,4161422348,3922826533,100,100,100,100,.27,.26,.98,1.02
06234,48740,2,8244,3247,79673637,79282417,8244,3247,79673637,79282417,118428,49073,1350522720,1328430430,100,100,100,100,6.96,6.62,5.9,5.97
06235,48740,2,2257,965,50368365,50015880,2257,965,50368365,50015880,118428,49073,1350522720,1328430430,100,100,100,100,1.91,1.97,3.73,3.77
06237,25540,1,5492,2311,57446831,55858842,5492,2311,57446831,55858842,1212381,507049,4161422348,3922826533,100,100,100,100,.45,.46,1.38,1.42
06238,25540,1,12428,5096,98548687,96800018,12428,5096,98548687,96800018,1212381,507049,4161422348,3922826533,100,100,100,100,1.03,1.01,2.37,2.47
06239,48740,2,11183,4817,60208378,58817022,11183,4817,60208378,58817022,118428,49073,1350522720,1328430430,100,100,100,100,9.44,9.82,4.46,4.43
06241,48740,2,6650,2929,73604814,71065128,6650,2929,73604814,71065128,118428,49073,1350522720,1328430430,100,100,100,100,5.62,5.97,5.45,5.35
